psu_hh_idcode,hhid,q02,q03,q05,q09,q23
658_1_1,65801,1,1,58,0,0
658_1_2,65801,2,2,58,0,0
658_1_3,65801,1,4,21,0,2
658_3_2,65803,2,2,56,0,0
658_3_3,65803,2,4,29,9,2
658_4_1,65804,1,1,49,0,0
658_4_2,65804,2,2,40,0,0
658_4_3,65804,1,4,20,9,2
658_4_4,65804,2,4,17,0,2
658_5_2,65805,2,2,54,0,0
658_5_3,65805,1,4,21,9,2
658_6_1,65806,1,1,59,0,0
658_6_2,65806,2,2,55,0,0
658_6_3,65806,1,4,25,0,2
658_6_4,65806,1,4,20,0,2
658_7_1,65807,1,1,66,0,0
658_7_2,65807,2,2,61,0,0
658_7_3,65807,1,4,39,0,2
658_7_4,65807,2,9,28,0,0
658_7_5,65807,1,5,4,0,2
658_7_6,65807,1,5,1,0,2
658_8_1,65808,1,1,37,0,0
658_8_2,65808,2,2,33,0,0
658_8_3,65808,1,4,2,0,2
658_8_4,65808,1,4,0,0,2
658_9_2,65809,2,2,37,0,0
658_9_3,65809,1,4,11,0,2
659_1_1,65901,2,1,74,0,0
659_1_2,65901,1,4,51,0,1
659_2_2,65902,2,2,61,0,0
659_2_3,65902,2,4,34,0,2
659_2_4,65902,1,4,32,0,2
659_3_1,65903,1,1,65,0,0
659_3_2,65903,2,8,61,0,0
659_4_1,65904,1,1,63,0,0
659_4_2,65904,2,2,58,0,0
659_4_3,65904,1,4,30,0,2
659_4_4,65904,2,9,25,0,0
659_5_1,65905,1,1,66,0,0
659_5_2,65905,2,2,58,0,0
659_5_3,65905,1,4,40,0,2
659_5_4,65905,2,9,29,0,0
659_5_5,65905,1,5,3,0,2
659_8_1,65908,1,1,55,0,0
659_8_2,65908,2,2,52,0,0
659_9_1,65909,1,1,70,0,0
659_9_2,65909,2,2,63,0,0
660_1_1,66001,1,1,76,0,0
660_1_2,66001,2,2,78,0,0
660_3_1,66003,1,1,47,0,0
660_3_2,66003,2,2,43,0,0
660_3_3,66003,1,4,19,9,2
660_3_4,66003,2,4,13,0,2
660_4_1,66004,1,1,45,0,0
660_4_2,66004,2,2,40,0,0
660_4_3,66004,2,4,15,0,2
660_4_4,66004,1,4,13,0,2
660_5_1,66005,1,1,53,0,0
660_5_2,66005,2,2,49,0,0
660_5_3,66005,2,4,24,9,2
660_5_4,66005,2,4,19,0,2
660_6_1,66006,1,1,53,0,0
660_6_2,66006,2,2,49,0,0
660_6_3,66006,2,4,25,0,2
660_6_4,66006,2,4,22,9,2
660_7_2,66007,2,2,52,0,0
660_7_3,66007,1,4,21,0,2
660_7_4,66007,1,4,21,0,2
660_8_1,66008,2,1,50,0,0
660_8_3,66008,2,4,23,9,2
660_8_4,66008,2,4,20,9,2
660_9_1,66009,1,1,74,0,0
660_9_2,66009,2,3,73,0,0
661_1_2,66101,2,2,63,0,0
661_1_3,66101,1,4,36,0,2
661_1_4,66101,2,9,28,0,0
661_1_5,66101,1,5,2,0,2
661_2_2,66102,2,2,30,0,0
661_2_3,66102,1,4,10,0,2
661_2_4,66102,1,4,1,0,2
661_3_1,66103,1,1,59,0,0
661_3_2,66103,2,2,49,0,0
661_3_3,66103,1,7,25,3,2
661_3_4,66103,1,7,22,3,2
661_3_5,66103,1,7,19,0,2
661_4_1,66104,1,1,48,0,0
661_4_2,66104,2,2,52,0,0
661_4_3,66104,1,4,22,0,2
661_4_4,66104,1,4,20,0,2
661_4_5,66104,1,4,10,0,2
661_4_6,66104,2,9,16,0,0
661_5_1,66105,1,1,66,0,0
661_5_2,66105,2,2,62,0,0
661_6_1,66106,1,1,45,0,1
661_6_2,66106,2,2,37,0,0
661_6_3,66106,1,4,19,0,2
661_6_4,66106,1,4,11,0,2
661_6_5,66106,2,7,83,0,0
661_7_1,66107,1,1,74,0,0
661_7_2,66107,2,2,70,3,0
661_9_1,66109,1,1,51,0,0
661_9_2,66109,2,2,49,0,0
662_1_2,66201,2,2,41,0,0
662_1_3,66201,1,4,21,0,2
662_1_4,66201,1,4,14,0,2
662_1_5,66201,1,4,5,0,2
662_1_6,66201,1,7,76,0,0
662_2_1,66202,2,1,85,0,0
662_2_2,66202,1,4,45,0,1
662_2_3,66202,2,9,41,0,0
662_2_4,66202,1,5,14,0,2
662_2_5,66202,2,5,12,0,2
662_3_1,66203,1,1,55,0,0
662_3_2,66203,2,2,48,0,0
662_3_3,66203,1,7,21,0,2
662_4_1,66204,1,1,50,0,0
662_4_2,66204,2,2,48,0,0
662_4_3,66204,1,4,18,0,2
662_4_4,66204,2,4,14,0,2
662_6_1,66206,2,1,59,3,0
662_7_1,66207,2,1,69,0,0
662_9_1,66209,1,1,62,0,0
662_9_2,66209,2,2,57,0,0
663_1_1,66301,1,1,84,0,0
663_1_2,66301,2,2,82,0,0
663_1_3,66301,1,4,41,9,2
663_3_1,66303,2,1,72,0,0
663_4_1,66304,1,1,63,0,0
663_4_3,66304,1,4,22,9,2
663_5_2,66305,2,2,69,0,0
663_6_1,66306,1,1,60,0,0
663_6_3,66306,2,4,23,0,2
663_6_4,66306,2,4,23,0,2
663_7_1,66307,1,1,43,0,0
663_7_2,66307,2,2,32,0,0
663_7_3,66307,1,4,13,0,2
663_7_4,66307,1,4,8,0,2
663_8_1,66308,1,1,65,0,0
663_10_1,66310,1,1,77,0,0
663_10_2,66310,2,2,74,0,0
664_1_1,66401,2,1,58,0,0
664_2_1,66402,1,1,52,0,0
664_2_2,66402,2,2,51,0,0
664_3_2,66403,2,2,68,0,0
664_6_1,66406,2,1,56,0,0
664_7_1,66407,2,1,81,0,0
664_9_2,66409,1,4,9,0,1
664_10_1,66410,1,1,46,0,0
664_10_2,66410,2,2,41,0,0
664_10_3,66410,1,4,16,0,2
664_11_1,66411,1,1,74,0,0
664_11_2,66411,2,2,66,0,0
665_2_1,66502,1,1,40,0,0
665_2_2,66502,2,2,36,0,0
665_2_3,66502,2,4,17,0,2
665_2_4,66502,1,4,14,0,2
665_3_1,66503,1,1,68,0,0
665_3_2,66503,2,2,61,0,0
665_3_3,66503,1,7,30,0,2
665_4_1,66504,1,1,51,0,0
665_4_2,66504,2,2,46,0,0
665_4_3,66504,1,7,24,9,2
665_4_4,66504,2,7,22,9,2
665_6_1,66506,1,1,50,0,0
665_6_2,66506,2,2,49,0,0
665_7_1,66507,1,1,66,0,0
665_7_2,66507,2,2,61,0,0
665_7_3,66507,1,7,32,0,2
665_8_1,66508,2,1,79,3,0
665_8_2,66508,2,6,4,3,0
666_1_1,66601,1,1,44,0,0
666_1_2,66601,2,2,36,0,0
666_1_3,66601,1,4,16,0,2
666_1_4,66601,1,4,12,0,2
666_2_2,66602,2,2,46,0,0
666_2_3,66602,2,4,18,0,2
666_2_4,66602,2,4,13,0,2
666_3_1,66603,1,1,44,0,0
666_3_2,66603,2,2,41,0,0
666_3_3,66603,2,4,18,0,2
666_3_4,66603,2,4,14,0,2
666_3_5,66603,2,4,10,0,2
666_4_1,66604,1,1,57,0,0
666_4_2,66604,2,2,48,0,0
666_4_3,66604,1,4,17,0,2
666_5_2,66605,2,2,45,0,0
666_5_3,66605,2,4,14,0,2
666_6_1,66606,1,1,66,0,0
666_7_1,66607,1,1,86,0,0
666_7_2,66607,2,2,74,0,0
666_8_1,66608,1,1,58,0,0
666_8_2,66608,2,2,45,0,0
666_8_3,66608,1,4,1,0,2
667_1_1,66701,2,1,73,0,0
667_2_1,66702,1,1,56,0,0
667_2_2,66702,2,2,51,0,0
667_2_3,66702,2,4,15,0,2
667_3_1,66703,1,1,59,0,0
667_3_2,66703,2,2,56,0,0
667_4_1,66704,1,1,52,0,0
667_4_2,66704,2,2,47,0,0
667_5_1,66705,1,1,34,0,0
667_5_2,66705,2,2,28,0,0
667_6_1,66706,1,1,61,0,0
667_6_2,66706,2,2,59,0,0
667_7_1,66707,2,1,72,0,0
667_8_2,66708,2,2,43,0,0
668_1_1,66801,1,1,67,0,0
668_1_2,66801,2,2,64,0,0
668_1_3,66801,1,4,31,0,2
668_1_4,66801,2,5,8,0,1
668_2_2,66802,2,2,64,0,0
668_3_1,66803,1,1,52,0,0
668_3_2,66803,2,2,46,0,0
668_4_1,66804,1,1,33,0,2
668_4_2,66804,2,2,24,0,0
668_4_3,66804,1,7,53,0,0
668_4_4,66804,2,7,47,0,0
668_5_1,66805,1,1,55,0,0
668_5_2,66805,2,2,56,0,0
668_5_3,66805,1,4,33,0,2
668_5_4,66805,2,9,30,0,0
668_5_5,66805,2,5,4,0,2
668_6_1,66806,1,1,68,0,0
668_6_2,66806,2,2,55,0,0
668_6_3,66806,1,4,28,0,2
668_6_4,66806,2,4,20,0,2
668_6_5,66806,2,4,16,0,2
668_7_1,66807,1,1,55,0,0
668_7_2,66807,2,2,52,0,0
668_7_3,66807,2,4,19,0,2
668_7_4,66807,1,4,16,0,2
668_8_2,66808,2,2,32,0,0
668_8_3,66808,1,4,10,0,2
669_1_1,66901,1,1,33,0,0
669_1_2,66901,2,2,24,0,0
669_1_3,66901,2,4,4,0,2
669_1_4,66901,1,4,0,0,2
669_1_5,66901,1,8,29,0,0
669_1_6,66901,2,10,22,0,0
669_1_7,66901,2,6,1,0,2
669_3_1,66903,1,1,67,0,0
669_3_3,66903,2,9,34,0,0
669_3_4,66903,1,5,9,0,2
669_3_5,66903,2,5,6,0,2
669_4_1,66904,1,1,40,0,2
669_4_2,66904,2,2,30,0,0
669_4_3,66904,2,4,9,0,2
669_4_4,66904,2,4,4,0,2
669_4_5,66904,1,4,2,0,2
669_4_6,66904,1,8,35,0,2
669_4_7,66904,2,10,29,0,0
669_4_8,66904,2,6,8,0,2
669_4_9,66904,1,6,6,0,2
669_4_10,66904,2,6,5,0,2
669_4_11,66904,1,8,32,0,2
669_4_12,66904,2,10,27,0,0
669_4_13,66904,2,6,3,0,2
669_4_14,66904,2,6,0,0,2
669_4_15,66904,1,7,77,0,0
669_4_16,66904,2,7,65,0,0
669_6_1,66906,1,1,36,0,1
669_6_2,66906,2,2,40,0,0
669_6_3,66906,1,4,14,0,2
669_6_4,66906,1,4,13,0,2
669_6_5,66906,2,4,7,0,2
669_6_6,66906,2,7,63,0,0
669_8_2,66908,2,1,37,0,0
669_8_3,66908,1,4,15,0,2
669_8_4,66908,2,4,11,0,2
669_9_2,66909,1,4,37,0,1
669_9_3,66909,2,9,37,0,0
669_9_4,66909,1,5,10,0,2
669_9_5,66909,2,5,9,0,2
669_9_6,66909,1,5,5,0,2
669_10_1,66910,1,1,46,0,0
669_10_2,66910,2,2,36,0,0
669_10_3,66910,2,4,12,0,2
669_10_4,66910,1,4,11,0,2
669_10_5,66910,2,4,3,0,2
669_12_1,66912,1,1,44,0,0
669_12_3,66912,2,4,17,0,2
669_12_4,66912,2,4,15,0,2
669_12_5,66912,1,4,13,0,2
669_12_6,66912,1,4,0,0,2
670_1_1,67001,2,1,47,0,0
670_1_2,67001,2,8,39,0,0
670_2_1,67002,1,1,61,0,0
670_2_2,67002,2,2,51,0,0
670_2_3,67002,2,4,28,0,2
670_2_4,67002,1,4,23,0,2
670_3_2,67003,2,2,21,0,0
670_3_3,67003,1,4,2,0,2
670_4_1,67004,1,1,61,0,0
670_4_2,67004,2,2,61,0,0
670_4_3,67004,1,4,27,0,2
670_5_1,67005,1,1,44,0,0
670_5_2,67005,2,2,39,0,0
670_5_3,67005,2,4,20,0,2
670_5_4,67005,2,4,16,0,2
670_6_1,67006,1,1,59,0,0
670_6_2,67006,2,2,51,0,0
670_6_3,67006,1,4,31,0,2
670_6_4,67006,2,4,27,0,2
670_7_1,67007,1,1,34,0,0
670_7_2,67007,2,2,33,0,0
670_7_3,67007,1,4,2,0,2
670_8_2,67008,2,2,40,0,0
670_8_3,67008,1,4,18,0,2
670_8_4,67008,2,4,12,0,2
671_1_1,67101,1,1,58,0,0
671_1_2,67101,2,2,57,0,0
671_1_3,67101,1,4,27,0,2
671_2_1,67102,1,1,78,0,0
671_2_2,67102,2,2,78,0,0
671_3_1,67103,1,1,44,0,0
671_3_2,67103,2,2,40,0,0
671_3_3,67103,1,4,21,0,2
671_3_4,67103,2,4,18,0,2
671_3_5,67103,1,4,14,0,2
671_4_1,67104,1,1,69,0,0
671_4_2,67104,2,2,73,0,0
671_4_3,67104,1,4,50,0,2
671_4_4,67104,2,9,39,0,0
671_4_5,67104,1,5,13,0,2
671_6_1,67106,1,1,41,0,0
671_6_2,67106,2,2,39,0,0
671_6_3,67106,1,4,4,0,2
671_7_1,67107,1,1,48,0,1
671_7_2,67107,2,2,40,0,0
671_7_3,67107,2,4,18,0,2
671_7_4,67107,1,4,16,0,2
671_7_5,67107,1,4,13,0,2
671_7_6,67107,2,7,83,0,0
671_8_1,67108,1,1,54,0,0
671_8_2,67108,2,2,51,0,0
671_8_3,67108,1,4,24,0,2
671_8_4,67108,1,4,31,0,2
671_8_5,67108,2,9,22,0,0
671_9_1,67109,1,1,45,0,1
671_9_2,67109,2,2,42,0,0
671_9_3,67109,1,4,19,0,2
671_9_4,67109,1,4,11,0,2
671_9_5,67109,2,7,64,0,0
672_1_1,67201,1,1,50,0,0
672_1_2,67201,2,2,44,0,0
672_1_3,67201,1,4,23,0,2
672_1_4,67201,2,4,19,0,2
672_1_5,67201,2,4,17,0,2
672_2_1,67202,1,1,46,0,0
672_2_2,67202,2,2,32,0,0
672_2_3,67202,2,4,19,0,2
672_3_1,67203,1,1,51,0,0
672_3_2,67203,2,2,48,0,0
672_3_3,67203,1,4,24,0,2
672_3_4,67203,1,4,19,0,2
672_4_1,67204,1,1,53,0,0
672_4_2,67204,2,2,49,0,0
672_4_3,67204,2,4,28,0,2
672_4_4,67204,1,4,24,0,2
672_5_1,67205,1,1,48,0,1
672_5_2,67205,2,2,46,0,0
672_5_3,67205,2,4,24,0,2
672_5_4,67205,1,4,20,0,2
672_5_5,67205,2,7,69,0,0
672_6_1,67206,1,1,51,0,0
672_6_2,67206,2,2,50,0,0
672_6_3,67206,2,4,19,0,2
672_6_4,67206,1,4,7,0,2
672_7_2,67207,2,2,50,0,0
672_7_3,67207,2,4,24,0,2
672_7_4,67207,1,4,20,0,2
672_7_5,67207,2,7,69,0,0
672_8_1,67208,2,1,22,0,0
672_8_2,67208,2,8,20,0,0
673_1_1,67301,1,1,26,0,0
673_1_2,67301,2,2,25,0,0
673_1_3,67301,2,4,0,0,2
673_2_2,67302,2,2,30,0,0
673_2_3,67302,2,4,8,0,2
673_2_4,67302,2,4,5,0,2
673_2_5,67302,2,4,0,0,2
673_2_6,67302,2,7,57,0,0
673_3_1,67303,1,1,55,0,0
673_3_2,67303,2,2,43,0,0
673_3_3,67303,1,4,17,0,2
673_4_1,67304,1,1,54,0,0
673_4_2,67304,2,2,45,0,0
673_4_3,67304,1,4,19,0,2
673_4_4,67304,2,4,15,0,2
673_5_1,67305,1,1,51,0,0
673_5_2,67305,2,2,50,0,0
673_6_1,67306,1,1,29,0,1
673_6_2,67306,2,2,28,0,0
673_6_3,67306,1,4,9,0,2
673_6_4,67306,2,4,7,0,2
673_6_5,67306,2,4,0,0,2
673_6_6,67306,2,7,70,0,0
673_7_1,67307,1,1,74,0,0
673_7_2,67307,2,2,52,0,0
673_7_3,67307,1,4,33,0,2
673_7_4,67307,2,9,31,0,0
673_7_5,67307,1,6,8,0,2
673_7_6,67307,1,6,5,0,2
673_8_1,67308,1,1,48,0,0
673_8_2,67308,2,2,43,0,0
673_8_3,67308,1,4,20,0,2
673_8_4,67308,2,4,14,0,2
673_8_5,67308,1,4,23,0,2
673_8_6,67308,2,9,18,0,0
673_8_7,67308,2,6,0,0,2
674_1_1,67401,1,1,43,0,0
674_1_2,67401,2,2,41,0,0
674_1_3,67401,2,4,20,0,2
674_1_4,67401,1,4,17,0,2
674_2_1,67402,1,1,40,0,0
674_2_2,67402,2,2,33,0,0
674_2_3,67402,1,4,9,0,2
674_2_4,67402,1,4,7,0,2
674_3_1,67403,1,1,48,0,2
674_3_2,67403,2,2,43,0,0
674_3_3,67403,1,4,19,0,2
674_3_4,67403,1,4,18,0,2
674_3_5,67403,1,7,80,0,0
674_3_6,67403,2,7,80,0,0
674_5_1,67405,1,1,44,0,0
674_5_2,67405,2,2,38,0,0
674_5_3,67405,1,4,10,0,2
674_5_4,67405,1,4,7,0,2
674_5_5,67405,1,4,2,0,2
674_6_2,67406,2,2,63,0,0
674_6_3,67406,2,4,27,0,2
674_6_4,67406,1,5,25,0,2
674_7_1,67407,1,1,30,0,0
674_7_2,67407,2,8,29,0,0
674_7_3,67407,2,8,28,0,0
674_7_4,67407,2,8,26,0,0
674_7_5,67407,2,8,23,0,0
674_7_6,67407,2,8,20,0,0
674_8_1,67408,1,1,49,0,0
674_8_2,67408,2,2,47,0,0
674_8_3,67408,1,4,24,0,2
674_8_4,67408,1,4,22,0,2
674_8_5,67408,2,5,16,0,2
674_9_1,67409,1,1,46,0,0
674_9_3,67409,1,4,18,0,2
674_9_4,67409,1,4,15,0,2
674_9_5,67409,1,4,8,0,2
674_9_6,67409,1,4,8,0,2
675_1_1,67501,1,1,33,0,0
675_1_2,67501,2,2,31,0,0
675_1_3,67501,1,4,6,0,2
675_1_4,67501,1,4,4,0,2
675_2_1,67502,1,1,70,0,0
675_2_3,67502,2,4,23,0,2
675_2_4,67502,1,4,40,0,2
675_2_5,67502,2,9,38,0,0
675_2_6,67502,1,6,12,0,2
675_2_7,67502,1,6,7,0,2
675_2_8,67502,1,6,2,0,2
675_4_1,67504,1,1,47,0,0
675_4_3,67504,2,4,16,0,2
675_4_4,67504,1,4,12,0,2
675_5_1,67505,1,1,60,0,0
675_5_2,67505,2,2,50,0,0
675_5_3,67505,2,4,24,0,2
675_5_4,67505,1,4,21,0,2
675_5_5,67505,2,4,14,0,2
675_5_6,67505,2,4,12,0,2
675_7_1,67507,1,1,57,0,0
675_7_2,67507,2,2,52,0,0
675_7_3,67507,1,4,26,0,2
675_7_4,67507,2,4,20,0,2
675_9_1,67509,1,1,32,0,0
675_9_2,67509,2,2,23,0,0
675_9_3,67509,1,4,5,0,2
675_9_4,67509,2,4,3,0,2
675_9_5,67509,1,4,0,0,2
675_10_1,67510,1,1,58,0,0
675_10_2,67510,2,2,57,0,0
675_10_3,67510,1,4,26,0,2
675_10_4,67510,2,4,20,0,0
675_12_1,67512,1,1,56,0,0
675_12_2,67512,2,2,57,0,0
675_12_3,67512,1,4,19,0,2
675_12_4,67512,1,4,28,0,2
675_12_5,67512,2,9,25,0,0
675_12_6,67512,1,6,4,0,2
676_2_1,67602,2,1,57,3,0
676_3_1,67603,1,1,49,0,1
676_3_2,67603,2,2,44,0,0
676_3_3,67603,2,4,17,0,2
676_3_4,67603,2,4,16,0,2
676_3_5,67603,2,4,15,0,2
676_3_6,67603,2,4,12,0,2
676_3_7,67603,2,7,87,0,0
676_5_1,67605,1,1,53,0,0
676_5_3,67605,1,4,28,0,2
676_5_4,67605,2,4,23,0,2
676_5_5,67605,2,4,21,0,2
676_5_6,67605,2,4,19,0,2
676_6_1,67606,1,1,75,0,0
676_6_2,67606,2,2,72,0,0
676_6_3,67606,1,4,34,0,2
676_7_1,67607,1,1,56,0,0
676_7_2,67607,2,2,52,0,0
676_7_3,67607,1,4,21,0,2
676_7_4,67607,1,4,15,0,2
676_8_1,67608,1,1,67,0,0
676_8_2,67608,2,2,65,0,0
676_10_1,67610,1,1,21,0,2
676_10_2,67610,1,8,21,0,2
676_10_3,67610,2,10,22,0,0
676_10_4,67610,1,7,56,0,0
676_10_5,67610,2,7,48,0,0
676_12_1,67612,1,1,63,0,0
676_12_2,67612,2,2,60,0,0
677_1_1,67701,1,1,67,0,0
677_1_2,67701,2,2,57,0,0
677_1_3,67701,1,4,16,0,2
677_3_1,67703,1,1,59,0,0
677_3_4,67703,1,4,16,0,2
677_4_1,67704,1,1,36,0,0
677_4_2,67704,2,2,31,0,0
677_4_3,67704,2,4,14,0,2
677_4_4,67704,1,4,13,0,2
677_6_1,67706,1,1,31,0,0
677_6_2,67706,2,2,28,0,0
677_6_3,67706,2,4,7,0,2
677_6_4,67706,2,4,4,0,2
677_6_5,67706,2,4,2,0,2
677_7_1,67707,2,1,46,0,0
677_7_2,67707,1,4,24,0,1
677_7_3,67707,1,4,19,0,1
677_8_1,67708,1,1,58,0,0
677_8_2,67708,2,2,58,0,0
677_8_3,67708,1,4,18,0,2
677_9_1,67709,1,1,68,0,0
677_9_2,67709,2,2,58,0,0
677_9_3,67709,2,4,20,0,2
677_10_1,67710,1,1,61,0,0
677_10_2,67710,2,2,51,0,0
677_10_3,67710,1,4,26,0,2
677_10_4,67710,2,4,24,0,2
678_1_1,67801,1,1,36,0,1
678_1_3,67801,2,4,7,0,2
678_1_4,67801,2,4,3,0,2
678_1_5,67801,2,7,60,0,0
678_1_6,67801,2,8,32,0,1
678_1_7,67801,2,8,27,0,1
678_1_8,67801,1,8,21,0,1
678_2_1,67802,1,1,41,0,0
678_2_2,67802,2,2,40,0,0
678_2_3,67802,2,4,15,0,2
678_2_4,67802,2,4,12,0,2
678_3_1,67803,1,1,60,3,0
678_3_2,67803,2,2,55,3,0
678_4_1,67804,1,1,52,0,0
678_4_2,67804,2,2,42,0,0
678_4_3,67804,1,4,21,0,2
678_4_4,67804,1,4,19,0,2
678_4_5,67804,1,4,17,0,2
678_4_6,67804,1,4,5,0,2
678_5_1,67805,1,1,61,0,0
678_5_2,67805,2,2,50,0,0
678_5_3,67805,1,4,20,0,2
678_6_1,67806,1,1,41,0,0
678_6_2,67806,2,2,39,0,0
678_6_3,67806,1,4,13,0,2
678_6_4,67806,2,4,12,0,2
678_6_5,67806,1,4,4,0,2
678_7_1,67807,1,1,50,0,0
678_7_2,67807,2,2,42,0,0
678_7_3,67807,2,4,19,0,2
678_7_4,67807,2,4,17,0,2
678_7_5,67807,1,4,15,0,2
678_7_6,67807,2,4,12,0,2
678_7_7,67807,1,4,12,0,2
678_8_1,67808,1,1,30,3,0
678_8_2,67808,2,2,24,0,0
678_8_3,67808,1,4,2,0,2
678_8_4,67808,1,8,33,3,0
678_8_5,67808,2,10,31,0,0
678_8_6,67808,1,6,3,0,2
678_8_7,67808,1,8,24,0,0
679_1_1,67901,1,1,38,0,0
679_1_3,67901,2,4,12,0,2
679_1_4,67901,1,4,10,0,2
679_2_1,67902,1,1,55,0,0
679_2_2,67902,2,2,52,0,0
679_2_3,67902,1,4,21,0,2
679_2_4,67902,1,4,33,0,2
679_2_5,67902,2,9,22,0,0
679_2_6,67902,2,6,3,0,2
679_3_1,67903,2,1,70,0,0
679_3_2,67903,2,4,41,0,1
679_3_3,67903,1,4,31,0,1
679_4_1,67904,1,1,57,0,0
679_4_2,67904,2,2,51,0,0
679_4_3,67904,1,4,29,0,2
679_4_4,67904,1,4,24,0,2
679_5_1,67905,1,1,52,0,0
679_5_2,67905,2,2,51,0,0
679_5_3,67905,1,4,28,0,2
679_5_4,67905,1,4,21,0,2
679_6_1,67906,1,1,56,0,0
679_6_2,67906,2,2,45,0,0
679_6_3,67906,1,4,24,0,2
679_6_4,67906,1,4,22,0,2
679_6_5,67906,2,4,19,0,2
679_6_6,67906,2,4,17,0,2
679_7_1,67907,1,1,65,0,0
679_7_2,67907,2,2,57,0,0
679_7_3,67907,1,4,28,0,2
679_7_4,67907,2,9,20,0,0
679_7_5,67907,1,6,0,0,2
679_8_1,67908,1,1,48,0,0
679_8_2,67908,2,2,42,0,0
679_8_3,67908,1,4,21,0,2
679_8_4,67908,1,4,18,0,2
680_1_1,68001,1,1,57,0,0
680_1_2,68001,2,2,55,0,0
680_1_4,68001,1,4,29,0,2
680_1_5,68001,2,9,29,0,0
680_1_6,68001,2,6,6,0,2
680_1_7,68001,2,6,5,0,2
680_1_8,68001,1,6,1,0,2
680_2_1,68002,1,1,59,0,0
680_2_2,68002,2,2,52,0,0
680_2_3,68002,2,4,19,0,2
680_2_4,68002,2,4,17,0,2
680_2_5,68002,2,4,15,0,2
680_2_6,68002,1,4,30,0,2
680_2_7,68002,2,9,23,0,0
680_2_8,68002,1,6,2,0,2
680_3_1,68003,1,1,31,0,0
680_3_2,68003,2,2,27,0,0
680_4_1,68004,1,1,76,0,0
680_4_2,68004,2,2,69,0,0
680_6_1,68006,1,1,39,0,1
680_6_2,68006,2,2,26,0,0
680_6_3,68006,2,7,78,0,0
680_7_1,68007,1,1,47,0,0
680_7_2,68007,2,2,43,0,0
680_7_3,68007,2,5,26,0,2
680_7_4,68007,1,5,20,0,2
680_8_1,68008,1,1,33,0,0
680_8_2,68008,2,2,30,0,0
680_8_3,68008,2,4,5,0,2
680_8_4,68008,2,4,3,0,2
680_10_1,68010,1,1,30,0,0
680_10_2,68010,2,2,26,0,0
680_10_3,68010,2,4,6,10,2
680_10_4,68010,1,4,3,0,2
680_10_5,68010,1,4,0,0,2
681_1_1,68101,2,1,50,0,0
681_1_2,68101,2,4,10,0,1
681_2_1,68102,1,1,51,0,0
681_2_2,68102,2,2,49,0,0
681_2_3,68102,2,4,21,0,2
681_2_4,68102,2,4,16,0,2
681_4_1,68104,1,1,73,0,0
681_4_2,68104,2,2,68,0,0
681_4_3,68104,2,4,23,0,2
681_4_4,68104,1,4,36,0,2
681_6_2,68106,2,2,50,0,0
681_6_3,68106,1,4,21,0,2
681_6_4,68106,1,4,16,0,2
681_7_2,68107,2,2,44,0,0
681_7_3,68107,1,4,27,0,2
681_7_4,68107,2,4,21,0,2
681_7_5,68107,1,4,15,0,2
681_8_1,68108,1,1,49,0,0
681_8_2,68108,2,2,46,0,0
681_8_3,68108,1,4,22,0,2
681_8_4,68108,2,4,18,0,2
681_9_1,68109,1,1,66,0,0
681_9_2,68109,2,2,60,0,0
681_10_1,68110,1,1,43,0,0
681_10_2,68110,2,2,38,0,0
681_10_3,68110,2,4,14,0,2
681_10_4,68110,1,4,9,0,2
682_1_1,68201,1,1,65,0,0
682_1_2,68201,2,2,62,0,0
682_2_1,68202,2,1,70,0,0
682_2_2,68202,1,4,39,0,1
682_2_3,68202,2,9,37,0,0
682_2_4,68202,2,5,15,0,2
682_2_5,68202,2,5,10,0,2
682_2_6,68202,2,5,5,0,2
682_3_2,68203,2,4,13,0,0
682_8_1,68208,1,1,55,0,0
682_8_2,68208,2,2,45,0,0
682_8_3,68208,1,4,24,0,2
682_8_4,68208,2,4,20,0,2
682_9_1,68209,1,1,56,0,0
682_9_2,68209,2,2,52,0,0
682_9_3,68209,2,4,20,0,2
682_11_1,68211,1,1,62,0,0
682_11_2,68211,2,2,58,0,0
682_11_3,68211,1,4,32,0,2
682_11_4,68211,2,9,27,0,0
682_11_5,68211,2,5,1,0,2
682_12_1,68212,1,1,38,0,0
682_12_2,68212,2,2,28,0,0
682_12_3,68212,1,4,0,0,2
683_1_1,68301,1,1,33,0,0
683_1_2,68301,2,2,24,0,0
683_1_3,68301,2,4,3,0,2
683_2_1,68302,1,1,58,0,0
683_2_2,68302,2,2,55,0,0
683_2_3,68302,2,4,28,0,2
683_3_1,68303,1,1,62,0,0
683_3_2,68303,2,2,58,0,0
683_4_1,68304,1,1,63,0,0
683_4_2,68304,2,2,58,0,0
683_6_1,68306,1,1,45,0,0
683_6_2,68306,2,2,44,0,0
683_6_3,68306,1,4,12,0,2
683_7_1,68307,1,1,53,0,0
683_7_2,68307,2,2,44,0,0
683_7_3,68307,1,4,27,0,2
683_7_4,68307,1,4,25,0,2
683_7_5,68307,2,9,20,0,0
683_7_6,68307,2,5,4,0,2
683_7_7,68307,2,4,18,0,2
683_8_1,68308,2,1,76,0,0
683_12_1,68312,1,1,41,0,0
683_12_2,68312,2,2,38,0,0
683_12_3,68312,2,4,14,0,2
683_12_4,68312,2,4,12,0,2
683_12_5,68312,1,4,4,0,2
684_1_2,68401,2,2,33,0,0
684_1_3,68401,1,4,12,0,2
684_1_4,68401,1,4,8,0,2
